Jfiowwgc7AprmwMjj,Use to change color on convertible tops on cars,A3J01A18AJBGKX,1442430779145,,
NfCCurGsv6bR4Sd6W,Use to display message,A3J01A18AJBGKX,1442430801790,,
YXLg2GJcwbZ2WTKZd,"Sales people at festivals could display their business name, as well as a picture on their cloth that hands outside of their festival tent where they sell their wares.",AK2C9AX5QJWUU,1442430853788,,
oWHJbv884QDmaSZWz,"If it's inexpensive, different prints could be displayed on fabric that decorators use in their client's homes",AK2C9AX5QJWUU,1442430896073,,
zJSepb4mHzmhYsqZ6,Use for name tag,A3J01A18AJBGKX,1442430938693,,
ssiMS2eYu4xckW6hB,Use for ID,A3J01A18AJBGKX,1442430957764,,
yD9eussbSNwJ4LovH,"Say ""Happy Birthday"" on your clothes",A3J01A18AJBGKX,1442430974517,,
7rQymHKefCnRaDJXJ,if you wanted to give an impromptu presentation.,A1R3W25JDAUQ09,1442431147958,,
WMYaeuiv43oq4e3s2,movies anywhere,A1R3W25JDAUQ09,1442431150796,,
sTkS3RGys7Eup6fin,easy projectors,A1R3W25JDAUQ09,1442431157796,,
e7q5bthfoicHR7DJi,people can be walking billboards and get revenue from wearing the fabric display,A1DP2L19BNZJ2Y,1442431288740,,
GhxPyxFQbqsXofqDJ,clerks at grocery stores can wear this and advertise sales in their store,A1DP2L19BNZJ2Y,1442431647921,,
8GD6QZenNGaCCrqCn,movies anwhere,A1R3W25JDAUQ09,1442431650831,,
9wLXtaYQ7dRd2tHCE,project anywhere,A1R3W25JDAUQ09,1442431655776,,
zCbydXdRewZ2J3CMW,use for impromptu presentations,A1R3W25JDAUQ09,1442431665655,,
ZxajJDuKwNYbJXJaX,can be used to show ads,A2BM4OQ4QLFF8I,1442431673775,,
z3M7meKq9m8GCZHeq,concert backdrops,A15K0L6NGQXOM0,1442432055995,,
pqZuht2L3ZEkbJmbE,business presentation screen,A15K0L6NGQXOM0,1442432079456,,
bgS2oELg7X58RP8Rw,home movie theater,A15K0L6NGQXOM0,1442432087624,,
bYSXG3iporbeDqtmX,art installations,A15K0L6NGQXOM0,1442432099722,,
oX2yEnuYEbsce8LjY,can make anything into a billboard,A2BM4OQ4QLFF8I,1442432123655,,
nxRETKqg5XkvpRven,video ceilings,A15K0L6NGQXOM0,1442432160080,,
hKDjHY2GXg2j4RTf9,curtains that you can watch media on,A15K0L6NGQXOM0,1442432190065,,
6qark6RRWHXAgt9Xh,photo blankets,A15K0L6NGQXOM0,1442432200403,,
gaz3qnaHdo5n3Nrkq,photo picnic blankets,A15K0L6NGQXOM0,1442432211567,,
F7NcJNhtbPoAnkz6K,clothing that display videos,A15K0L6NGQXOM0,1442432239481,,
3HzwDQBiM9yQf3y7h,makes it easier to get anything customized with a logo,A2BM4OQ4QLFF8I,1442432394745,,
yDC5cPYGbhY8RvyZ5,wear your thoughts on your clothes,A3V1ZYXBJYCIIE,1442438875430,,
iGEva6a35abaXTcGu,convey your current mood,A3V1ZYXBJYCIIE,1442438882898,,
2BoxkgE3AkBatasCq,digital name tag,A3V1ZYXBJYCIIE,1442438888880,,
H6c5ApfArvzTZXen6,dating applications - single - looking for male/35-40/etc,A3V1ZYXBJYCIIE,1442438915796,,
SpvGDryHft86SckYw,electronic touch phone pad that can dial,A3V1ZYXBJYCIIE,1442438955894,,
RBwiy2FDBFRqBjqtt,keyboard display for texting on sleeve,A3V1ZYXBJYCIIE,1442438968413,,
R3iz6kyNNftWdu6y4,watch videos on your clothes,A3V1ZYXBJYCIIE,1442438998294,,
p8ghzZ3fMTC3bnSH8,active military camoflauge,A3V1ZYXBJYCIIE,1442439014812,,
d5pcfeoj65tRurXmF,1.  If the fabric display is integrated into a shirt you can display videos on T-shirts.,A94DL4GI8ZBUO,1442552762583,,
4na3JyDmAEeY5Rcns,"2.  If the design is placed in a bandana, people could have animations displayed on their head.",A94DL4GI8ZBUO,1442552800783,,
ofuGPhBsLxRxT3Apr,"hang a bunch on a bulletin board, each serving as a different reminder",A28ZPY6D5AS7GZ,1442552868212,,
Coi9Fak8W5eLH7Ci3,"People can have special gloves where if the power goes out at night, they can still find their way around, providing the fabric display utilizes batteries for electricity.",A94DL4GI8ZBUO,1442552941978,,
PtKKm9t7B5o7FiazR,These designs can be woven into balls and then can be used by jugglers to do interesting light up tricks.,A94DL4GI8ZBUO,1442553023552,,
fsy6CaruhASsv74dv,The design can be woven into a blanket for children so they can watch a cute animation or video before they go to bed.  The design is turned on and off by the parent.,A94DL4GI8ZBUO,1442553110404,,
