W3vzCrshWCNWewurK,for curtain designers,A28N4YR1LYTKOC,1462792055110,visualArts
e7XzSdMQW3kwDxSnp,good for clothing designers because they can display their ideas instantly,A28N4YR1LYTKOC,1462792001300,visualArts
2NPjGE752Kv9ao4D3,Good for fabric designers of all kinds because they can use their ideas instantly on the frabics using fabric display. They can make the designs in,A28N4YR1LYTKOC,1462792464480,visualArts
uPr9tm6rvMZtJP8me,good for kids with autism who are more visual learner,A28N4YR1LYTKOC,1462791952880,visualArts
nCD9XbKEgjtFqKsg4,good for people who want to design tshirts,A28N4YR1LYTKOC,1462791972000,visualArts
hErYTMwsWShDp6JXy,good for young children to develop 5 senses,A28N4YR1LYTKOC,1462791931800,visualArts
EMka9j43v4Bgixi7A,As clothing which the artist can change the appearance of,A2C7VUFGB8WGCG,1462297070180,visualArts
tuiHwxbjXubjeJqfH,As wallpaper,A2C7VUFGB8WGCG,1462297096050,visualArts
sxoCwqmZ6FRvGm24i,I think creating wallpaper especially for apartments which could change into various landscapes would be very popular with people in an urban environment living in small spaces who may not get to see nature much and feel confined. It would also be popular with parents when decorating young children's rooms I would think as it would be stimulating to them for there to be changing scenery.,A2C7VUFGB8WGCG,1462297598740,visualArts
zqzJ3P6hNeLrAg8SW,To wrap buildings,A2C7VUFGB8WGCG,1462297121300,visualArts
yrxNeDeen2YZMCFA2,To wrap cars and trucks,A2C7VUFGB8WGCG,1462297126060,visualArts
9CPMzfXMs4FvmWJmt,"What would be even better would be that it could teach people what certain diseases look like in the body for either shock value or as a teaching tool for medical professionals. For instance, what smoking does to your lungs inside, and how cancer spreads through the body. It could also synchronize with your heart beat and shows what exercise does to your heart.",A3LNCW69ZHDP6O,1462294659190,visualArts
MjYN6JtBGLvbyn28R,You could use it inthe class room on a tshirt that shows the anatomy of the human body.,A3LNCW69ZHDP6O,1462294211330,visualArts
C34TxLXHFijyAunfW,"It would be cool to use the fabric display in a furniture store to show customers how to mix and match furniture, lamps, fabrics, textures, rugs, and accessories, it could even be customer-driven through a computer program, then the room they are trying to furnish would pop up before their eyes! The interior designer could make up room ""scenes"" to be the backgrounds for the ideas to blossom from...I believe this would be very useful and fun to do! It would be neat to see it about the size of furniture to really get the true visual effect.",A6SP6FP8I5VTI,1463632428540,visualArts
FdADAX8xLqCKmjaen,"Use in a museum or art gallery to show what is there, and to direct people where to see it, would be a great introduction.",A6SP6FP8I5VTI,1463632062270,visualArts
7PbDhoeKdJKvikkRJ,"Use it at a school to keep student's attention in art class, or any class.",A6SP6FP8I5VTI,1463631973850,visualArts
zPJ72T62xvuYGsLAy,"Use it in a clothing store to display ways to mix and match clothing and accessories, have it alternate different outfits every so often.",A6SP6FP8I5VTI,1463631948530,visualArts
LwKWGrJ9HAjPqWaiQ,Use it in a mall setting to sell ad space for different stores to show their products and get people interested in purchasing.,A6SP6FP8I5VTI,1463632021720,visualArts
foJ2vhKLywHkFhdZE,"I like the idea of using this product at an outdoor event, like a festival. there would be fabric hanging at different areas that show different kinds of activities, even actual live streams of things that are happening at the event. It could show different merchandise for sale. I could give information about the vendors at the event. It could be used to show artists as they are actually creating art. Much like electronic billboards but more flexible and portable. People wearing the device and show the map of the event. It can show what food is available and how it is being prepared",A8SD5DJ3KBLLR,1462287589180,visualArts
XhTwZPDMyKgu3Kksr,"juggleing, table legs, art pieces, hammer",A8SD5DJ3KBLLR,1462287068360,visualArts
