dataset,method,timeSlice,GT_predict,new_TRUE
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.50,1,71.42857143,85.71428571
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.50,2,81.81818182,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.50,3,60,25
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.50,4,45,40
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.50,5,48.14814815,57.14285714
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.50,6,35.48387097,0
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.60,1,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.60,2,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.60,3,86.66666667,75
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.60,4,70,60
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.60,5,66.66666667,57.14285714
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.60,6,61.29032258,50
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.70,1,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.70,2,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.70,3,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.70,4,90,80
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.70,5,88.88888889,85.71428571
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.70,6,80.64516129,50
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.80,1,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.80,2,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.80,3,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.80,4,90,80
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.80,5,88.88888889,85.71428571
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.80,6,80.64516129,50
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.90,1,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.90,2,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.90,3,100,100
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.90,4,90,80
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.90,5,88.88888889,85.71428571
"If you could step out of the situation/environment (e.g., go somewhere else and come back) for 15-20 minutes, what might you do?",word2vec_0.90,6,80.64516129,50
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.20,1,20,40
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.20,2,25,50
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.20,3,26.66666667,33.33333333
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.30,1,40,60
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.30,2,41.66666667,50
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.30,3,46.66666667,66.66666667
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.40,1,50,70
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.40,2,50,50
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.40,3,53.33333333,66.66666667
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.50,1,50,70
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.50,2,50,50
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.50,3,53.33333333,66.66666667
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.60,1,50,70
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.60,2,58.33333333,100
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.60,3,53.33333333,66.66666667
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.70,1,60,80
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.70,2,66.66666667,100
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.70,3,60,66.66666667
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.80,1,60,80
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.80,2,66.66666667,100
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.80,3,60,66.66666667
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.90,1,60,80
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.90,2,66.66666667,100
"Imagine if you had a different persona (e.g., a politician collecting signatures). What strategies might be available to you?",word2vec_0.90,3,60,66.66666667
Lead them on...,word2vec_0.20,1,37.5,62.5
Lead them on...,word2vec_0.20,2,15.38461538,0
Lead them on...,word2vec_0.20,3,16.66666667,20
Lead them on...,word2vec_0.20,4,15,0
Lead them on...,word2vec_0.30,1,62.5,75
Lead them on...,word2vec_0.30,2,38.46153846,40
Lead them on...,word2vec_0.30,3,27.77777778,20
Lead them on...,word2vec_0.30,4,25,50
Lead them on...,word2vec_0.40,1,62.5,75
Lead them on...,word2vec_0.40,2,38.46153846,40
Lead them on...,word2vec_0.40,3,27.77777778,20
Lead them on...,word2vec_0.40,4,35,100
Lead them on...,word2vec_0.50,1,75,87.5
Lead them on...,word2vec_0.50,2,76.92307692,80
Lead them on...,word2vec_0.50,3,61.11111111,40
Lead them on...,word2vec_0.50,4,65,100
Lead them on...,word2vec_0.60,1,100,100
Lead them on...,word2vec_0.60,2,84.61538462,80
Lead them on...,word2vec_0.60,3,66.66666667,40
Lead them on...,word2vec_0.60,4,70,100
Lead them on...,word2vec_0.70,1,100,100
Lead them on...,word2vec_0.70,2,84.61538462,80
Lead them on...,word2vec_0.70,3,72.22222222,60
Lead them on...,word2vec_0.70,4,75,100
Lead them on...,word2vec_0.80,1,100,100
Lead them on...,word2vec_0.80,2,84.61538462,80
Lead them on...,word2vec_0.80,3,72.22222222,60
Lead them on...,word2vec_0.80,4,75,100
Lead them on...,word2vec_0.90,1,100,100
Lead them on...,word2vec_0.90,2,84.61538462,80
Lead them on...,word2vec_0.90,3,72.22222222,60
Lead them on...,word2vec_0.90,4,75,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,1,0,28.57142857
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,2,0,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,3,5.882352941,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,4,5.263157895,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,5,4.761904762,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,6,7.142857143,14.28571429
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,7,9.677419355,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,8,8.333333333,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,9,12.76595745,27.27272727
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,10,14.54545455,25
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,11,12.28070175,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,12,11.86440678,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,13,11.47540984,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,14,10.60606061,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,15,11.26760563,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,16,10.81081081,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,17,10.52631579,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,18,10.25641026,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,19,10,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,20,9.523809524,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,21,10.34482759,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,22,7.446808511,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,23,6.930693069,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.20,24,6.730769231,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,1,57.14285714,71.42857143
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,2,14.28571429,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,3,17.64705882,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,4,15.78947368,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,5,9.523809524,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,6,14.28571429,28.57142857
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,7,16.12903226,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,8,19.44444444,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,9,21.27659574,27.27272727
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,10,20,25
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,11,21.05263158,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,12,20.33898305,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,13,19.67213115,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,14,15.15151515,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,15,15.49295775,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,16,14.86486486,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,17,14.47368421,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,18,15.38461538,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,19,15,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,20,14.28571429,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,21,12.64367816,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,22,10.63829787,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,23,10.89108911,28.57142857
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.30,24,10.57692308,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,1,57.14285714,71.42857143
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,2,35.71428571,28.57142857
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,3,35.29411765,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,4,36.84210526,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,5,28.57142857,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,6,28.57142857,28.57142857
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,7,29.03225806,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,8,30.55555556,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,9,29.78723404,27.27272727
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,10,27.27272727,37.5
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,11,28.07017544,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,12,27.11864407,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,13,27.86885246,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,14,25.75757576,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,15,26.76056338,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,16,25.67567568,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,17,25,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,18,25.64102564,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,19,26.25,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,20,23.80952381,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,21,24.13793103,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,22,22.34042553,14.28571429
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,23,23.76237624,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.40,24,24.03846154,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,1,71.42857143,85.71428571
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,2,50,42.85714286
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,3,47.05882353,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,4,47.36842105,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,5,47.61904762,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,6,50,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,7,48.38709677,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,8,47.22222222,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,9,42.55319149,36.36363636
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,10,38.18181818,37.5
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,11,38.59649123,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,12,38.98305085,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,13,39.3442623,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,14,36.36363636,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,15,33.8028169,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,16,35.13513514,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,17,34.21052632,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,18,34.61538462,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,19,32.5,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,20,30.95238095,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,21,31.03448276,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,22,30.85106383,42.85714286
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,23,31.68316832,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.50,24,31.73076923,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,1,71.42857143,85.71428571
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,2,50,42.85714286
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,3,47.05882353,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,4,47.36842105,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,5,47.61904762,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,6,50,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,7,48.38709677,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,8,50,60
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,9,48.93617021,63.63636364
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,10,47.27272727,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,11,47.36842105,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,12,47.45762712,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,13,47.54098361,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,14,42.42424242,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,15,39.43661972,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,16,40.54054054,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,17,39.47368421,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,18,39.74358974,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,19,40,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,20,36.9047619,0
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,21,36.7816092,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,22,34.04255319,28.57142857
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,23,34.65346535,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.60,24,34.61538462,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,1,100,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,2,57.14285714,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,3,58.82352941,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,4,52.63157895,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,5,52.38095238,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,6,57.14285714,71.42857143
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,7,54.83870968,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,8,58.33333333,80
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,9,53.19148936,54.54545455
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,10,52.72727273,62.5
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,11,54.38596491,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,12,52.54237288,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,13,54.09836066,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,14,48.48484848,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,15,45.07042254,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,16,45.94594595,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,17,44.73684211,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,18,43.58974359,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,19,43.75,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,20,42.85714286,25
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,21,43.67816092,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,22,43.61702128,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,23,43.56435644,57.14285714
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.70,24,43.26923077,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,1,100,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,2,71.42857143,71.42857143
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,3,70.58823529,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,4,63.15789474,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,5,66.66666667,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,6,67.85714286,71.42857143
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,7,61.29032258,33.33333333
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,8,63.88888889,80
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,9,57.44680851,63.63636364
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,10,60,75
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,11,61.40350877,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,12,59.3220339,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,13,60.6557377,100
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,14,54.54545455,20
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,15,50.70422535,40
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,16,51.35135135,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,17,50,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,18,48.71794872,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,19,48.75,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,20,48.80952381,50
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,21,49.42528736,66.66666667
"People's names are often on objects (e.g., driver's license). What other objects might their names be on? How might you exploit this fact?",word2vec_0.80,22,48.93617021,57.14285714
